Teste,Tamanho,Real,User,Sys
1071,1024,0m0.001s,0m0.001s,0m0.000s
1072,1024,0m0.001s,0m0.000s,0m0.001s
1073,1024,0m0.001s,0m0.001s,0m0.000s
1074,1024,0m0.001s,0m0.001s,0m0.000s
1075,1024,0m0.001s,0m0.001s,0m0.000s
1076,1024,0m0.001s,0m0.001s,0m0.000s
1077,1024,0m0.001s,0m0.001s,0m0.000s
1078,1024,0m0.001s,0m0.001s,0m0.000s
1079,1024,0m0.001s,0m0.001s,0m0.000s
1080,1024,0m0.001s,0m0.001s,0m0.000s
1081,1024,0m0.001s,0m0.001s,0m0.000s
1082,1024,0m0.001s,0m0.001s,0m0.000s
1083,1024,0m0.001s,0m0.001s,0m0.000s
1084,1024,0m0.001s,0m0.000s,0m0.001s
1085,1024,0m0.001s,0m0.001s,0m0.000s
1086,1024,0m0.001s,0m0.001s,0m0.000s
1087,1024,0m0.001s,0m0.001s,0m0.000s
1088,1024,0m0.001s,0m0.000s,0m0.000s
1089,1024,0m0.001s,0m0.001s,0m0.000s
1090,1024,0m0.001s,0m0.000s,0m0.001s
1091,1024,0m0.001s,0m0.001s,0m0.000s
1092,1024,0m0.001s,0m0.001s,0m0.000s
1093,1024,0m0.001s,0m0.001s,0m0.000s
1094,1024,0m0.001s,0m0.001s,0m0.000s
1095,1024,0m0.001s,0m0.001s,0m0.000s
1096,1024,0m0.001s,0m0.001s,0m0.000s
1097,1024,0m0.001s,0m0.001s,0m0.000s
1098,1024,0m0.001s,0m0.000s,0m0.001s
1099,1024,0m0.001s,0m0.001s,0m0.000s
1100,1024,0m0.001s,0m0.001s,0m0.000s
1101,1024,0m0.001s,0m0.001s,0m0.000s
1102,1024,0m0.001s,0m0.001s,0m0.000s
1103,1024,0m0.001s,0m0.001s,0m0.000s
1104,1024,0m0.001s,0m0.001s,0m0.000s
1105,1024,0m0.001s,0m0.001s,0m0.000s
1106,1024,0m0.001s,0m0.001s,0m0.000s
1107,1024,0m0.001s,0m0.001s,0m0.000s
1108,1024,0m0.001s,0m0.001s,0m0.000s
1109,1024,0m0.001s,0m0.001s,0m0.000s
1110,1024,0m0.001s,0m0.001s,0m0.000s
1111,1024,0m0.001s,0m0.001s,0m0.000s
1112,1024,0m0.001s,0m0.001s,0m0.000s
1113,1024,0m0.001s,0m0.000s,0m0.000s
1114,1024,0m0.001s,0m0.000s,0m0.000s
1115,1024,0m0.001s,0m0.001s,0m0.000s
1116,1024,0m0.001s,0m0.001s,0m0.000s
1117,1024,0m0.001s,0m0.001s,0m0.000s
1118,1024,0m0.001s,0m0.000s,0m0.001s
1119,1024,0m0.001s,0m0.001s,0m0.000s
1120,1024,0m0.001s,0m0.001s,0m0.000s
1121,1024,0m0.001s,0m0.001s,0m0.000s
1122,1024,0m0.001s,0m0.001s,0m0.000s
1123,1024,0m0.001s,0m0.001s,0m0.000s
1124,1024,0m0.001s,0m0.001s,0m0.001s
1125,1024,0m0.001s,0m0.001s,0m0.000s
1126,1024,0m0.001s,0m0.001s,0m0.000s
1127,1024,0m0.001s,0m0.001s,0m0.000s
1128,1024,0m0.001s,0m0.001s,0m0.001s
1129,1024,0m0.001s,0m0.001s,0m0.000s
1130,1024,0m0.001s,0m0.001s,0m0.000s
1131,1024,0m0.001s,0m0.001s,0m0.000s
1132,1024,0m0.001s,0m0.001s,0m0.000s
1133,1024,0m0.001s,0m0.001s,0m0.000s
1134,1024,0m0.001s,0m0.000s,0m0.000s
1135,1024,0m0.001s,0m0.000s,0m0.000s
1136,1024,0m0.001s,0m0.000s,0m0.000s
1137,1024,0m0.001s,0m0.001s,0m0.000s
1138,1024,0m0.001s,0m0.001s,0m0.000s
1139,1024,0m0.001s,0m0.001s,0m0.000s
1140,1024,0m0.001s,0m0.001s,0m0.000s
1141,1024,0m0.001s,0m0.001s,0m0.000s
1142,1024,0m0.001s,0m0.001s,0m0.001s
1143,1024,0m0.001s,0m0.001s,0m0.000s
1144,1024,0m0.001s,0m0.001s,0m0.001s
1145,1024,0m0.001s,0m0.000s,0m0.001s
1146,1024,0m0.001s,0m0.001s,0m0.001s
1147,1024,0m0.003s,0m0.000s,0m0.003s
1148,1024,0m0.001s,0m0.001s,0m0.000s
1149,1024,0m0.001s,0m0.001s,0m0.000s
1150,1024,0m0.001s,0m0.000s,0m0.001s
1151,1024,0m0.001s,0m0.000s,0m0.000s
1152,1024,0m0.001s,0m0.001s,0m0.000s
1153,1024,0m0.001s,0m0.001s,0m0.000s
1154,1024,0m0.001s,0m0.001s,0m0.000s
1155,1024,0m0.001s,0m0.000s,0m0.000s
1156,1024,0m0.002s,0m0.000s,0m0.001s
1157,1024,0m0.001s,0m0.001s,0m0.000s
1158,1024,0m0.001s,0m0.000s,0m0.000s
1159,1024,0m0.001s,0m0.001s,0m0.000s
1160,1024,0m0.001s,0m0.000s,0m0.001s
1161,1024,0m0.001s,0m0.001s,0m0.000s
1162,1024,0m0.001s,0m0.001s,0m0.000s
1163,1024,0m0.001s,0m0.000s,0m0.001s
1164,1024,0m0.001s,0m0.001s,0m0.000s
1165,1024,0m0.001s,0m0.001s,0m0.000s
1166,1024,0m0.001s,0m0.001s,0m0.000s
1167,1024,0m0.001s,0m0.001s,0m0.000s
1168,1024,0m0.001s,0m0.000s,0m0.001s
1169,1024,0m0.001s,0m0.001s,0m0.000s
1170,1024,0m0.001s,0m0.001s,0m0.000s
1171,1024,0m0.001s,0m0.001s,0m0.000s
1172,1024,0m0.001s,0m0.001s,0m0.000s
1173,1024,0m0.001s,0m0.001s,0m0.000s
1174,1024,0m0.001s,0m0.001s,0m0.000s
1175,1024,0m0.001s,0m0.001s,0m0.000s
1176,1024,0m0.001s,0m0.000s,0m0.001s
1177,1024,0m0.001s,0m0.001s,0m0.000s
1178,1024,0m0.001s,0m0.001s,0m0.000s
1179,1024,0m0.001s,0m0.000s,0m0.000s
1180,1024,0m0.001s,0m0.001s,0m0.000s
1181,1024,0m0.001s,0m0.001s,0m0.000s
1182,1024,0m0.001s,0m0.000s,0m0.000s
1183,1024,0m0.001s,0m0.000s,0m0.001s
1184,1024,0m0.001s,0m0.001s,0m0.000s
1185,1024,0m0.001s,0m0.001s,0m0.000s
1186,1024,0m0.001s,0m0.001s,0m0.000s
1187,1024,0m0.001s,0m0.001s,0m0.000s
1188,1024,0m0.001s,0m0.001s,0m0.000s
1189,1024,0m0.001s,0m0.001s,0m0.000s
1190,1024,0m0.001s,0m0.001s,0m0.000s
1191,1024,0m0.001s,0m0.001s,0m0.000s
1192,1024,0m0.001s,0m0.001s,0m0.000s
1193,1024,0m0.001s,0m0.001s,0m0.000s
1194,1024,0m0.001s,0m0.000s,0m0.000s
1195,1024,0m0.001s,0m0.000s,0m0.000s
1196,1024,0m0.001s,0m0.001s,0m0.000s
1197,1024,0m0.001s,0m0.001s,0m0.000s
1198,1024,0m0.001s,0m0.001s,0m0.000s
1199,1024,0m0.001s,0m0.000s,0m0.001s
1200,1024,0m0.001s,0m0.001s,0m0.000s
1201,1024,0m0.001s,0m0.001s,0m0.000s
1202,1024,0m0.001s,0m0.001s,0m0.000s
1203,1024,0m0.001s,0m0.001s,0m0.000s
1204,1024,0m0.001s,0m0.001s,0m0.000s
1205,1024,0m0.001s,0m0.001s,0m0.000s
1206,1024,0m0.001s,0m0.001s,0m0.000s
1207,1024,0m0.001s,0m0.001s,0m0.000s
1208,1024,0m0.001s,0m0.001s,0m0.000s
1209,1024,0m0.001s,0m0.001s,0m0.000s
1210,1024,0m0.001s,0m0.001s,0m0.000s
1211,1024,0m0.001s,0m0.001s,0m0.000s
1212,1024,0m0.001s,0m0.000s,0m0.001s
1213,1024,0m0.001s,0m0.001s,0m0.000s
1214,1024,0m0.001s,0m0.000s,0m0.002s
1215,1024,0m0.001s,0m0.000s,0m0.001s
1216,1024,0m0.001s,0m0.001s,0m0.000s
1217,1024,0m0.001s,0m0.001s,0m0.000s
1218,1024,0m0.001s,0m0.001s,0m0.000s
1219,1024,0m0.001s,0m0.001s,0m0.000s
1220,1024,0m0.001s,0m0.001s,0m0.000s
1221,1024,0m0.001s,0m0.001s,0m0.000s
1222,1024,0m0.001s,0m0.001s,0m0.000s
1223,1024,0m0.002s,0m0.001s,0m0.000s
1224,1024,0m0.001s,0m0.001s,0m0.000s
1225,1024,0m0.001s,0m0.001s,0m0.000s
1226,1024,0m0.001s,0m0.001s,0m0.000s
1227,1024,0m0.001s,0m0.001s,0m0.000s
1228,1024,0m0.001s,0m0.001s,0m0.000s
1229,1024,0m0.001s,0m0.001s,0m0.000s
1230,1024,0m0.001s,0m0.001s,0m0.000s
1231,1024,0m0.001s,0m0.001s,0m0.000s
1232,1024,0m0.001s,0m0.001s,0m0.000s
1233,1024,0m0.001s,0m0.001s,0m0.000s
1234,1024,0m0.001s,0m0.001s,0m0.000s
1235,1024,0m0.001s,0m0.001s,0m0.000s
1236,1024,0m0.001s,0m0.001s,0m0.000s
1237,1024,0m0.001s,0m0.000s,0m0.001s
1238,1024,0m0.001s,0m0.000s,0m0.000s
1239,1024,0m0.001s,0m0.001s,0m0.000s
1240,1024,0m0.001s,0m0.001s,0m0.000s
1241,1024,0m0.001s,0m0.001s,0m0.000s
1242,1024,0m0.001s,0m0.001s,0m0.000s
1243,1024,0m0.001s,0m0.000s,0m0.001s
1244,1024,0m0.001s,0m0.001s,0m0.000s
1245,1024,0m0.001s,0m0.001s,0m0.000s
1246,1024,0m0.001s,0m0.001s,0m0.000s
1247,1024,0m0.001s,0m0.001s,0m0.000s
1248,1024,0m0.001s,0m0.000s,0m0.001s
1249,1024,0m0.001s,0m0.000s,0m0.000s
1250,1024,0m0.001s,0m0.000s,0m0.001s
1251,1024,0m0.001s,0m0.001s,0m0.000s
1252,1024,0m0.001s,0m0.001s,0m0.000s
1253,1024,0m0.001s,0m0.001s,0m0.000s
1254,1024,0m0.001s,0m0.001s,0m0.000s
1255,1024,0m0.001s,0m0.001s,0m0.000s
1256,1024,0m0.001s,0m0.000s,0m0.001s
1257,1024,0m0.001s,0m0.001s,0m0.000s
1258,1024,0m0.001s,0m0.001s,0m0.000s
1259,1024,0m0.001s,0m0.001s,0m0.000s
1260,1024,0m0.001s,0m0.001s,0m0.000s
1261,1024,0m0.001s,0m0.000s,0m0.000s
1262,1024,0m0.001s,0m0.000s,0m0.000s
1263,1024,0m0.001s,0m0.001s,0m0.000s
1264,1024,0m0.001s,0m0.001s,0m0.000s
1265,1024,0m0.001s,0m0.001s,0m0.000s
1266,1024,0m0.001s,0m0.001s,0m0.000s
1267,1024,0m0.001s,0m0.001s,0m0.000s
1268,1024,0m0.001s,0m0.001s,0m0.000s
1269,1024,0m0.001s,0m0.001s,0m0.000s
1270,1024,0m0.001s,0m0.000s,0m0.001s
1271,1024,0m0.001s,0m0.001s,0m0.000s
1272,1024,0m0.001s,0m0.001s,0m0.001s
1273,1024,0m0.001s,0m0.001s,0m0.000s
1274,1024,0m0.001s,0m0.001s,0m0.000s
1275,1024,0m0.001s,0m0.001s,0m0.000s
1276,1024,0m0.001s,0m0.001s,0m0.000s
1277,1024,0m0.001s,0m0.000s,0m0.001s
1278,1024,0m0.001s,0m0.000s,0m0.000s
1279,1024,0m0.001s,0m0.001s,0m0.000s
1280,1024,0m0.001s,0m0.001s,0m0.000s
1281,1024,0m0.001s,0m0.001s,0m0.001s
1282,1024,0m0.001s,0m0.001s,0m0.000s
1283,1024,0m0.001s,0m0.001s,0m0.000s
1284,1024,0m0.001s,0m0.000s,0m0.000s
1285,1024,0m0.001s,0m0.001s,0m0.000s
1286,1024,0m0.001s,0m0.001s,0m0.000s
1287,1024,0m0.001s,0m0.001s,0m0.000s
1288,1024,0m0.001s,0m0.000s,0m0.000s
1289,1024,0m0.002s,0m0.002s,0m0.000s
1290,1024,0m0.001s,0m0.001s,0m0.000s
1291,1024,0m0.001s,0m0.001s,0m0.000s
1292,1024,0m0.001s,0m0.001s,0m0.000s
1293,1024,0m0.001s,0m0.001s,0m0.000s
1294,1024,0m0.001s,0m0.001s,0m0.000s
1295,1024,0m0.001s,0m0.001s,0m0.000s
1296,1024,0m0.001s,0m0.001s,0m0.000s
1297,1024,0m0.001s,0m0.001s,0m0.000s
1298,1024,0m0.001s,0m0.001s,0m0.000s
1299,1024,0m0.001s,0m0.001s,0m0.000s
1300,1024,0m0.001s,0m0.001s,0m0.000s
1301,1024,0m0.001s,0m0.001s,0m0.000s
1302,1024,0m0.001s,0m0.001s,0m0.000s
1303,1024,0m0.001s,0m0.001s,0m0.000s
1304,1024,0m0.001s,0m0.000s,0m0.001s
1305,1024,0m0.001s,0m0.001s,0m0.000s
1306,1024,0m0.001s,0m0.001s,0m0.000s
1307,1024,0m0.001s,0m0.001s,0m0.000s
1308,1024,0m0.001s,0m0.001s,0m0.000s
1309,1024,0m0.001s,0m0.001s,0m0.000s
1310,1024,0m0.001s,0m0.001s,0m0.000s
1311,1024,0m0.001s,0m0.001s,0m0.000s
1312,1024,0m0.001s,0m0.000s,0m0.000s
1313,1024,0m0.001s,0m0.001s,0m0.000s
1314,1024,0m0.001s,0m0.001s,0m0.000s
1315,1024,0m0.001s,0m0.001s,0m0.000s
1316,1024,0m0.001s,0m0.001s,0m0.000s
1317,1024,0m0.001s,0m0.001s,0m0.001s
1318,1024,0m0.001s,0m0.001s,0m0.000s
1319,1024,0m0.001s,0m0.000s,0m0.000s
1320,1024,0m0.001s,0m0.000s,0m0.001s
1321,1024,0m0.001s,0m0.001s,0m0.000s
1322,1024,0m0.001s,0m0.000s,0m0.001s
1323,1024,0m0.001s,0m0.001s,0m0.000s
1324,1024,0m0.001s,0m0.001s,0m0.000s
1325,1024,0m0.001s,0m0.001s,0m0.000s
1326,1024,0m0.001s,0m0.001s,0m0.000s
1327,1024,0m0.001s,0m0.001s,0m0.001s
1328,1024,0m0.001s,0m0.001s,0m0.000s
1329,1024,0m0.001s,0m0.001s,0m0.000s
1330,1024,0m0.001s,0m0.001s,0m0.000s
1331,1024,0m0.001s,0m0.001s,0m0.000s
1332,1024,0m0.001s,0m0.000s,0m0.001s
1333,1024,0m0.001s,0m0.001s,0m0.000s
1334,1024,0m0.001s,0m0.001s,0m0.000s
1335,1024,0m0.001s,0m0.001s,0m0.000s
1336,1024,0m0.001s,0m0.001s,0m0.000s
1337,1024,0m0.001s,0m0.000s,0m0.001s
1338,1024,0m0.001s,0m0.001s,0m0.000s
1339,1024,0m0.001s,0m0.001s,0m0.000s
1340,1024,0m0.001s,0m0.001s,0m0.000s
1341,1024,0m0.001s,0m0.001s,0m0.000s
1342,1024,0m0.001s,0m0.001s,0m0.000s
1343,1024,0m0.001s,0m0.001s,0m0.000s
1344,1024,0m0.001s,0m0.000s,0m0.001s
1345,1024,0m0.001s,0m0.001s,0m0.000s
1346,1024,0m0.001s,0m0.001s,0m0.000s
1347,1024,0m0.001s,0m0.001s,0m0.000s
1348,1024,0m0.001s,0m0.001s,0m0.000s
1349,1024,0m0.001s,0m0.001s,0m0.000s
1350,1024,0m0.001s,0m0.001s,0m0.000s
1351,1024,0m0.001s,0m0.001s,0m0.000s
1352,1024,0m0.001s,0m0.001s,0m0.000s
1353,1024,0m0.001s,0m0.001s,0m0.000s
1354,1024,0m0.001s,0m0.001s,0m0.000s
1355,1024,0m0.001s,0m0.001s,0m0.000s
1356,1024,0m0.001s,0m0.001s,0m0.000s
1357,1024,0m0.001s,0m0.000s,0m0.001s
1358,1024,0m0.001s,0m0.000s,0m0.000s
1359,1024,0m0.001s,0m0.001s,0m0.000s
1360,1024,0m0.001s,0m0.000s,0m0.001s
1361,1024,0m0.001s,0m0.001s,0m0.000s
1362,1024,0m0.001s,0m0.001s,0m0.000s
1363,1024,0m0.001s,0m0.001s,0m0.000s
1364,1024,0m0.001s,0m0.001s,0m0.000s
1365,1024,0m0.001s,0m0.001s,0m0.000s
1366,1024,0m0.001s,0m0.000s,0m0.001s
1367,1024,0m0.001s,0m0.000s,0m0.001s
1368,1024,0m0.001s,0m0.001s,0m0.000s
1369,1024,0m0.001s,0m0.001s,0m0.000s
1370,1024,0m0.001s,0m0.001s,0m0.000s
1371,1024,0m0.001s,0m0.001s,0m0.000s
1372,1024,0m0.001s,0m0.001s,0m0.000s
1373,1024,0m0.001s,0m0.001s,0m0.000s
1374,1024,0m0.001s,0m0.000s,0m0.001s
1375,1024,0m0.001s,0m0.000s,0m0.000s
1376,1024,0m0.001s,0m0.001s,0m0.000s
1377,1024,0m0.001s,0m0.000s,0m0.000s
1378,1024,0m0.000s,0m0.000s,0m0.000s
1379,1024,0m0.000s,0m0.000s,0m0.001s
1380,1024,0m0.001s,0m0.001s,0m0.000s
1381,1024,0m0.001s,0m0.001s,0m0.000s
1382,1024,0m0.001s,0m0.001s,0m0.000s
1383,1024,0m0.001s,0m0.001s,0m0.000s
1384,1024,0m0.001s,0m0.001s,0m0.000s
1385,1024,0m0.001s,0m0.001s,0m0.000s
1386,1024,0m0.001s,0m0.001s,0m0.000s
1387,1024,0m0.001s,0m0.001s,0m0.000s
1388,1024,0m0.001s,0m0.001s,0m0.000s
1389,1024,0m0.001s,0m0.001s,0m0.000s
1390,1024,0m0.001s,0m0.001s,0m0.000s
1391,1024,0m0.002s,0m0.000s,0m0.000s
1392,1024,0m0.001s,0m0.001s,0m0.000s
1393,1024,0m0.001s,0m0.001s,0m0.000s
1394,1024,0m0.001s,0m0.001s,0m0.000s
1395,1024,0m0.001s,0m0.001s,0m0.000s
1396,1024,0m0.001s,0m0.001s,0m0.000s
1397,1024,0m0.001s,0m0.001s,0m0.000s
1398,1024,0m0.001s,0m0.001s,0m0.000s
1399,1024,0m0.001s,0m0.001s,0m0.000s
1400,1024,0m0.001s,0m0.001s,0m0.000s
1401,1024,0m0.001s,0m0.000s,0m0.001s
1402,1024,0m0.001s,0m0.000s,0m0.001s
1403,1024,0m0.001s,0m0.000s,0m0.000s
1404,1024,0m0.001s,0m0.000s,0m0.001s
1405,1024,0m0.001s,0m0.001s,0m0.000s
1406,1024,0m0.001s,0m0.001s,0m0.000s
1407,1024,0m0.001s,0m0.000s,0m0.000s
1408,1024,0m0.001s,0m0.001s,0m0.000s
1409,1024,0m0.001s,0m0.000s,0m0.001s
1410,1024,0m0.000s,0m0.000s,0m0.000s
1411,1024,0m0.001s,0m0.001s,0m0.000s
1412,1024,0m0.001s,0m0.001s,0m0.000s
1413,1024,0m0.001s,0m0.000s,0m0.001s
1414,1024,0m0.001s,0m0.001s,0m0.000s
1415,1024,0m0.001s,0m0.001s,0m0.000s
1416,1024,0m0.001s,0m0.001s,0m0.000s
1417,1024,0m0.001s,0m0.001s,0m0.000s
1418,1024,0m0.001s,0m0.001s,0m0.000s
1419,1024,0m0.001s,0m0.001s,0m0.000s
1420,1024,0m0.001s,0m0.000s,0m0.001s
1421,1024,0m0.001s,0m0.001s,0m0.000s
1422,1024,0m0.001s,0m0.001s,0m0.000s
1423,1024,0m0.001s,0m0.001s,0m0.000s
1424,1024,0m0.001s,0m0.001s,0m0.000s
1425,1024,0m0.001s,0m0.001s,0m0.000s
1426,1024,0m0.001s,0m0.001s,0m0.000s
1427,1024,0m0.001s,0m0.000s,0m0.000s
1428,1024,0m0.001s,0m0.000s,0m0.000s
1429,1024,0m0.001s,0m0.001s,0m0.000s
1430,1024,0m0.001s,0m0.001s,0m0.000s
1431,1024,0m0.001s,0m0.000s,0m0.000s
1432,1024,0m0.001s,0m0.001s,0m0.000s
1433,1024,0m0.001s,0m0.001s,0m0.000s
1434,1024,0m0.001s,0m0.000s,0m0.000s
1435,1024,0m0.001s,0m0.001s,0m0.000s
1436,1024,0m0.001s,0m0.001s,0m0.000s
1437,1024,0m0.001s,0m0.001s,0m0.000s
1438,1024,0m0.001s,0m0.001s,0m0.000s
1439,1024,0m0.001s,0m0.001s,0m0.000s
1440,1024,0m0.001s,0m0.000s,0m0.001s
1441,1024,0m0.001s,0m0.001s,0m0.000s
1442,1024,0m0.002s,0m0.001s,0m0.000s
1443,1024,0m0.001s,0m0.000s,0m0.000s
1444,1024,0m0.001s,0m0.000s,0m0.000s
1445,1024,0m0.001s,0m0.000s,0m0.000s
1446,1024,0m0.001s,0m0.000s,0m0.000s
1447,1024,0m0.001s,0m0.001s,0m0.000s
1448,1024,0m0.001s,0m0.000s,0m0.000s
1449,1024,0m0.001s,0m0.001s,0m0.000s
1450,1024,0m0.001s,0m0.000s,0m0.000s
1451,1024,0m0.001s,0m0.000s,0m0.000s
1452,1024,0m0.001s,0m0.001s,0m0.000s
1453,1024,0m0.001s,0m0.000s,0m0.001s
1454,1024,0m0.001s,0m0.001s,0m0.000s
1455,1024,0m0.001s,0m0.000s,0m0.000s
1456,1024,0m0.003s,0m0.001s,0m0.000s
1457,1024,0m0.001s,0m0.001s,0m0.000s
1458,1024,0m0.001s,0m0.001s,0m0.000s
1459,1024,0m0.001s,0m0.001s,0m0.000s
1460,1024,0m0.001s,0m0.000s,0m0.001s
1461,1024,0m0.001s,0m0.001s,0m0.000s
1462,1024,0m0.001s,0m0.001s,0m0.000s
1463,1024,0m0.001s,0m0.001s,0m0.000s
1464,1024,0m0.001s,0m0.001s,0m0.000s
1465,1024,0m0.001s,0m0.000s,0m0.000s
1466,1024,0m0.001s,0m0.001s,0m0.000s
1467,1024,0m0.001s,0m0.000s,0m0.000s
1468,1024,0m0.001s,0m0.001s,0m0.000s
1469,1024,0m0.001s,0m0.001s,0m0.000s
1470,1024,0m0.001s,0m0.000s,0m0.000s
1471,1024,0m0.001s,0m0.001s,0m0.000s
1472,1024,0m0.001s,0m0.001s,0m0.000s
1473,1024,0m0.001s,0m0.000s,0m0.000s
1474,1024,0m0.001s,0m0.001s,0m0.000s
1475,1024,0m0.001s,0m0.001s,0m0.000s
1476,1024,0m0.001s,0m0.001s,0m0.000s
1477,1024,0m0.001s,0m0.001s,0m0.000s
1478,1024,0m0.001s,0m0.001s,0m0.000s
1479,1024,0m0.001s,0m0.001s,0m0.000s
1480,1024,0m0.001s,0m0.000s,0m0.000s
1481,1024,0m0.001s,0m0.001s,0m0.000s
1482,1024,0m0.001s,0m0.001s,0m0.000s
1483,1024,0m0.001s,0m0.000s,0m0.001s
1484,1024,0m0.001s,0m0.000s,0m0.000s
1485,1024,0m0.001s,0m0.001s,0m0.000s
1486,1024,0m0.001s,0m0.000s,0m0.000s
1487,1024,0m0.001s,0m0.001s,0m0.000s
1488,1024,0m0.001s,0m0.001s,0m0.000s
1489,1024,0m0.001s,0m0.001s,0m0.000s
1490,1024,0m0.001s,0m0.001s,0m0.000s
1491,1024,0m0.001s,0m0.001s,0m0.000s
1492,1024,0m0.001s,0m0.001s,0m0.000s
1493,1024,0m0.001s,0m0.000s,0m0.000s
1494,1024,0m0.001s,0m0.001s,0m0.000s
1495,1024,0m0.001s,0m0.001s,0m0.000s
1496,1024,0m0.001s,0m0.001s,0m0.000s
1497,1024,0m0.001s,0m0.001s,0m0.000s
1498,1024,0m0.001s,0m0.001s,0m0.000s
1499,1024,0m0.001s,0m0.001s,0m0.000s
1500,1024,0m0.001s,0m0.001s,0m0.000s
