Teste,Tamanho,Real,User,Sys
536,1024,0m0.001s,0m0.001s,0m0.000s
537,1024,0m0.001s,0m0.001s,0m0.000s
538,1024,0m0.001s,0m0.001s,0m0.000s
539,1024,0m0.001s,0m0.001s,0m0.000s
540,1024,0m0.001s,0m0.001s,0m0.000s
541,1024,0m0.001s,0m0.001s,0m0.000s
542,1024,0m0.001s,0m0.000s,0m0.001s
543,1024,0m0.001s,0m0.001s,0m0.000s
544,1024,0m0.001s,0m0.001s,0m0.000s
545,1024,0m0.001s,0m0.001s,0m0.000s
546,1024,0m0.001s,0m0.001s,0m0.000s
547,1024,0m0.001s,0m0.001s,0m0.000s
548,1024,0m0.001s,0m0.001s,0m0.000s
549,1024,0m0.001s,0m0.001s,0m0.000s
550,1024,0m0.001s,0m0.001s,0m0.000s
551,1024,0m0.001s,0m0.001s,0m0.000s
552,1024,0m0.001s,0m0.001s,0m0.000s
553,1024,0m0.001s,0m0.001s,0m0.000s
554,1024,0m0.001s,0m0.001s,0m0.000s
555,1024,0m0.001s,0m0.000s,0m0.000s
556,1024,0m0.001s,0m0.001s,0m0.000s
557,1024,0m0.001s,0m0.001s,0m0.000s
558,1024,0m0.002s,0m0.000s,0m0.002s
559,1024,0m0.001s,0m0.001s,0m0.000s
560,1024,0m0.001s,0m0.001s,0m0.000s
561,1024,0m0.001s,0m0.000s,0m0.000s
562,1024,0m0.001s,0m0.001s,0m0.000s
563,1024,0m0.001s,0m0.001s,0m0.000s
564,1024,0m0.001s,0m0.001s,0m0.000s
565,1024,0m0.001s,0m0.001s,0m0.000s
566,1024,0m0.001s,0m0.001s,0m0.000s
567,1024,0m0.001s,0m0.001s,0m0.000s
568,1024,0m0.001s,0m0.001s,0m0.000s
569,1024,0m0.001s,0m0.001s,0m0.000s
570,1024,0m0.001s,0m0.000s,0m0.000s
571,1024,0m0.001s,0m0.001s,0m0.000s
572,1024,0m0.001s,0m0.001s,0m0.000s
573,1024,0m0.001s,0m0.001s,0m0.000s
574,1024,0m0.001s,0m0.001s,0m0.000s
575,1024,0m0.001s,0m0.001s,0m0.000s
576,1024,0m0.001s,0m0.001s,0m0.000s
577,1024,0m0.001s,0m0.000s,0m0.001s
578,1024,0m0.001s,0m0.001s,0m0.001s
579,1024,0m0.001s,0m0.001s,0m0.000s
580,1024,0m0.001s,0m0.001s,0m0.000s
581,1024,0m0.001s,0m0.001s,0m0.000s
582,1024,0m0.001s,0m0.000s,0m0.001s
583,1024,0m0.001s,0m0.000s,0m0.001s
584,1024,0m0.001s,0m0.000s,0m0.001s
585,1024,0m0.001s,0m0.001s,0m0.000s
586,1024,0m0.001s,0m0.001s,0m0.000s
587,1024,0m0.001s,0m0.001s,0m0.000s
588,1024,0m0.001s,0m0.001s,0m0.000s
589,1024,0m0.001s,0m0.001s,0m0.000s
590,1024,0m0.001s,0m0.001s,0m0.000s
591,1024,0m0.001s,0m0.001s,0m0.000s
592,1024,0m0.001s,0m0.001s,0m0.000s
593,1024,0m0.001s,0m0.001s,0m0.000s
594,1024,0m0.001s,0m0.001s,0m0.000s
595,1024,0m0.001s,0m0.001s,0m0.000s
596,1024,0m0.001s,0m0.000s,0m0.000s
597,1024,0m0.001s,0m0.001s,0m0.000s
598,1024,0m0.003s,0m0.000s,0m0.004s
599,1024,0m0.001s,0m0.001s,0m0.000s
600,1024,0m0.001s,0m0.000s,0m0.001s
601,1024,0m0.001s,0m0.001s,0m0.000s
602,1024,0m0.001s,0m0.001s,0m0.000s
603,1024,0m0.001s,0m0.000s,0m0.000s
604,1024,0m0.001s,0m0.001s,0m0.000s
605,1024,0m0.001s,0m0.001s,0m0.000s
606,1024,0m0.001s,0m0.000s,0m0.001s
607,1024,0m0.001s,0m0.001s,0m0.000s
608,1024,0m0.001s,0m0.001s,0m0.000s
609,1024,0m0.001s,0m0.001s,0m0.000s
610,1024,0m0.001s,0m0.001s,0m0.000s
611,1024,0m0.001s,0m0.001s,0m0.000s
612,1024,0m0.001s,0m0.001s,0m0.000s
613,1024,0m0.001s,0m0.001s,0m0.000s
614,1024,0m0.001s,0m0.000s,0m0.000s
615,1024,0m0.001s,0m0.001s,0m0.000s
616,1024,0m0.001s,0m0.001s,0m0.000s
617,1024,0m0.001s,0m0.001s,0m0.000s
618,1024,0m0.001s,0m0.001s,0m0.000s
619,1024,0m0.001s,0m0.000s,0m0.000s
620,1024,0m0.001s,0m0.001s,0m0.000s
621,1024,0m0.001s,0m0.000s,0m0.001s
622,1024,0m0.001s,0m0.000s,0m0.000s
623,1024,0m0.001s,0m0.001s,0m0.000s
624,1024,0m0.001s,0m0.001s,0m0.000s
625,1024,0m0.001s,0m0.001s,0m0.000s
626,1024,0m0.001s,0m0.001s,0m0.000s
627,1024,0m0.001s,0m0.001s,0m0.000s
628,1024,0m0.001s,0m0.001s,0m0.000s
629,1024,0m0.001s,0m0.001s,0m0.000s
630,1024,0m0.002s,0m0.001s,0m0.001s
631,1024,0m0.001s,0m0.001s,0m0.000s
632,1024,0m0.001s,0m0.001s,0m0.000s
633,1024,0m0.001s,0m0.001s,0m0.000s
634,1024,0m0.001s,0m0.001s,0m0.000s
635,1024,0m0.001s,0m0.001s,0m0.000s
636,1024,0m0.001s,0m0.001s,0m0.000s
637,1024,0m0.001s,0m0.001s,0m0.000s
638,1024,0m0.001s,0m0.001s,0m0.000s
639,1024,0m0.001s,0m0.000s,0m0.001s
640,1024,0m0.001s,0m0.001s,0m0.000s
641,1024,0m0.001s,0m0.001s,0m0.000s
642,1024,0m0.001s,0m0.001s,0m0.000s
643,1024,0m0.001s,0m0.001s,0m0.000s
644,1024,0m0.001s,0m0.001s,0m0.000s
645,1024,0m0.001s,0m0.001s,0m0.000s
646,1024,0m0.001s,0m0.001s,0m0.000s
647,1024,0m0.001s,0m0.001s,0m0.000s
648,1024,0m0.001s,0m0.001s,0m0.000s
649,1024,0m0.001s,0m0.001s,0m0.000s
650,1024,0m0.001s,0m0.001s,0m0.000s
651,1024,0m0.001s,0m0.000s,0m0.000s
652,1024,0m0.001s,0m0.001s,0m0.000s
653,1024,0m0.001s,0m0.001s,0m0.000s
654,1024,0m0.001s,0m0.001s,0m0.000s
655,1024,0m0.001s,0m0.001s,0m0.000s
656,1024,0m0.001s,0m0.001s,0m0.000s
657,1024,0m0.001s,0m0.001s,0m0.000s
658,1024,0m0.002s,0m0.002s,0m0.000s
659,1024,0m0.001s,0m0.000s,0m0.000s
660,1024,0m0.001s,0m0.001s,0m0.000s
661,1024,0m0.001s,0m0.001s,0m0.000s
662,1024,0m0.001s,0m0.001s,0m0.001s
663,1024,0m0.001s,0m0.001s,0m0.000s
664,1024,0m0.001s,0m0.001s,0m0.000s
665,1024,0m0.001s,0m0.000s,0m0.000s
666,1024,0m0.001s,0m0.001s,0m0.000s
667,1024,0m0.001s,0m0.001s,0m0.000s
668,1024,0m0.001s,0m0.001s,0m0.000s
669,1024,0m0.001s,0m0.001s,0m0.000s
670,1024,0m0.001s,0m0.001s,0m0.000s
671,1024,0m0.001s,0m0.001s,0m0.000s
672,1024,0m0.001s,0m0.001s,0m0.000s
673,1024,0m0.001s,0m0.001s,0m0.000s
674,1024,0m0.001s,0m0.001s,0m0.000s
675,1024,0m0.001s,0m0.001s,0m0.000s
676,1024,0m0.002s,0m0.002s,0m0.000s
677,1024,0m0.002s,0m0.002s,0m0.000s
678,1024,0m0.001s,0m0.001s,0m0.001s
679,1024,0m0.001s,0m0.001s,0m0.000s
680,1024,0m0.001s,0m0.001s,0m0.000s
681,1024,0m0.001s,0m0.001s,0m0.000s
682,1024,0m0.001s,0m0.000s,0m0.001s
683,1024,0m0.001s,0m0.000s,0m0.001s
684,1024,0m0.001s,0m0.001s,0m0.000s
685,1024,0m0.001s,0m0.000s,0m0.000s
686,1024,0m0.001s,0m0.001s,0m0.000s
687,1024,0m0.001s,0m0.001s,0m0.000s
688,1024,0m0.001s,0m0.001s,0m0.000s
689,1024,0m0.001s,0m0.000s,0m0.000s
690,1024,0m0.001s,0m0.001s,0m0.000s
691,1024,0m0.001s,0m0.001s,0m0.000s
692,1024,0m0.001s,0m0.001s,0m0.000s
693,1024,0m0.001s,0m0.001s,0m0.000s
694,1024,0m0.001s,0m0.001s,0m0.000s
695,1024,0m0.001s,0m0.001s,0m0.000s
696,1024,0m0.001s,0m0.001s,0m0.000s
697,1024,0m0.001s,0m0.001s,0m0.000s
698,1024,0m0.001s,0m0.001s,0m0.000s
699,1024,0m0.001s,0m0.001s,0m0.000s
700,1024,0m0.001s,0m0.001s,0m0.000s
701,1024,0m0.001s,0m0.001s,0m0.000s
702,1024,0m0.001s,0m0.001s,0m0.000s
703,1024,0m0.001s,0m0.001s,0m0.000s
704,1024,0m0.001s,0m0.001s,0m0.000s
705,1024,0m0.001s,0m0.001s,0m0.000s
706,1024,0m0.001s,0m0.001s,0m0.000s
707,1024,0m0.001s,0m0.000s,0m0.001s
708,1024,0m0.001s,0m0.000s,0m0.001s
709,1024,0m0.001s,0m0.000s,0m0.001s
710,1024,0m0.001s,0m0.000s,0m0.001s
711,1024,0m0.001s,0m0.001s,0m0.000s
712,1024,0m0.001s,0m0.000s,0m0.000s
713,1024,0m0.001s,0m0.001s,0m0.000s
714,1024,0m0.001s,0m0.001s,0m0.000s
715,1024,0m0.001s,0m0.001s,0m0.000s
716,1024,0m0.002s,0m0.001s,0m0.000s
717,1024,0m0.001s,0m0.001s,0m0.000s
718,1024,0m0.001s,0m0.001s,0m0.000s
719,1024,0m0.001s,0m0.000s,0m0.000s
720,1024,0m0.001s,0m0.001s,0m0.000s
721,1024,0m0.001s,0m0.001s,0m0.000s
722,1024,0m0.001s,0m0.001s,0m0.000s
723,1024,0m0.001s,0m0.001s,0m0.000s
724,1024,0m0.001s,0m0.001s,0m0.000s
725,1024,0m0.001s,0m0.000s,0m0.000s
726,1024,0m0.001s,0m0.000s,0m0.000s
727,1024,0m0.001s,0m0.001s,0m0.000s
728,1024,0m0.001s,0m0.001s,0m0.000s
729,1024,0m0.001s,0m0.001s,0m0.000s
730,1024,0m0.001s,0m0.001s,0m0.000s
731,1024,0m0.001s,0m0.001s,0m0.000s
732,1024,0m0.001s,0m0.001s,0m0.000s
733,1024,0m0.001s,0m0.001s,0m0.000s
734,1024,0m0.004s,0m0.004s,0m0.000s
735,1024,0m0.001s,0m0.001s,0m0.001s
736,1024,0m0.001s,0m0.001s,0m0.000s
737,1024,0m0.001s,0m0.001s,0m0.000s
738,1024,0m0.001s,0m0.001s,0m0.001s
739,1024,0m0.001s,0m0.001s,0m0.000s
740,1024,0m0.001s,0m0.001s,0m0.000s
741,1024,0m0.001s,0m0.001s,0m0.000s
742,1024,0m0.001s,0m0.001s,0m0.000s
743,1024,0m0.001s,0m0.001s,0m0.001s
744,1024,0m0.001s,0m0.001s,0m0.000s
745,1024,0m0.001s,0m0.001s,0m0.000s
746,1024,0m0.001s,0m0.001s,0m0.000s
747,1024,0m0.001s,0m0.001s,0m0.000s
748,1024,0m0.001s,0m0.001s,0m0.000s
749,1024,0m0.001s,0m0.001s,0m0.000s
750,1024,0m0.001s,0m0.001s,0m0.000s
751,1024,0m0.001s,0m0.001s,0m0.000s
752,1024,0m0.001s,0m0.000s,0m0.000s
753,1024,0m0.001s,0m0.001s,0m0.000s
754,1024,0m0.001s,0m0.001s,0m0.000s
755,1024,0m0.001s,0m0.001s,0m0.000s
756,1024,0m0.001s,0m0.001s,0m0.000s
757,1024,0m0.001s,0m0.000s,0m0.000s
758,1024,0m0.001s,0m0.001s,0m0.000s
759,1024,0m0.001s,0m0.001s,0m0.000s
760,1024,0m0.001s,0m0.000s,0m0.000s
761,1024,0m0.001s,0m0.000s,0m0.000s
762,1024,0m0.001s,0m0.001s,0m0.000s
763,1024,0m0.001s,0m0.001s,0m0.000s
764,1024,0m0.001s,0m0.001s,0m0.000s
765,1024,0m0.001s,0m0.000s,0m0.001s
766,1024,0m0.001s,0m0.001s,0m0.000s
767,1024,0m0.001s,0m0.001s,0m0.000s
768,1024,0m0.001s,0m0.001s,0m0.000s
769,1024,0m0.001s,0m0.001s,0m0.000s
770,1024,0m0.001s,0m0.001s,0m0.000s
771,1024,0m0.001s,0m0.001s,0m0.000s
772,1024,0m0.001s,0m0.001s,0m0.000s
773,1024,0m0.001s,0m0.001s,0m0.000s
774,1024,0m0.001s,0m0.001s,0m0.000s
775,1024,0m0.001s,0m0.001s,0m0.000s
776,1024,0m0.001s,0m0.001s,0m0.000s
777,1024,0m0.001s,0m0.001s,0m0.000s
778,1024,0m0.001s,0m0.001s,0m0.000s
779,1024,0m0.001s,0m0.001s,0m0.000s
780,1024,0m0.001s,0m0.001s,0m0.000s
781,1024,0m0.001s,0m0.001s,0m0.000s
782,1024,0m0.001s,0m0.001s,0m0.000s
783,1024,0m0.001s,0m0.001s,0m0.000s
784,1024,0m0.001s,0m0.001s,0m0.000s
785,1024,0m0.001s,0m0.000s,0m0.000s
786,1024,0m0.001s,0m0.001s,0m0.000s
787,1024,0m0.001s,0m0.001s,0m0.000s
788,1024,0m0.001s,0m0.001s,0m0.000s
789,1024,0m0.001s,0m0.001s,0m0.000s
790,1024,0m0.001s,0m0.001s,0m0.000s
791,1024,0m0.001s,0m0.001s,0m0.000s
792,1024,0m0.001s,0m0.001s,0m0.000s
793,1024,0m0.001s,0m0.001s,0m0.000s
794,1024,0m0.001s,0m0.001s,0m0.000s
795,1024,0m0.001s,0m0.001s,0m0.000s
796,1024,0m0.000s,0m0.001s,0m0.000s
797,1024,0m0.001s,0m0.001s,0m0.000s
798,1024,0m0.001s,0m0.001s,0m0.000s
799,1024,0m0.001s,0m0.001s,0m0.000s
800,1024,0m0.001s,0m0.000s,0m0.001s
801,1024,0m0.001s,0m0.001s,0m0.000s
802,1024,0m0.001s,0m0.001s,0m0.000s
803,1024,0m0.001s,0m0.001s,0m0.000s
804,1024,0m0.001s,0m0.001s,0m0.000s
805,1024,0m0.001s,0m0.001s,0m0.000s
806,1024,0m0.001s,0m0.001s,0m0.001s
807,1024,0m0.001s,0m0.001s,0m0.000s
808,1024,0m0.001s,0m0.001s,0m0.001s
809,1024,0m0.001s,0m0.001s,0m0.000s
810,1024,0m0.001s,0m0.001s,0m0.001s
811,1024,0m0.001s,0m0.001s,0m0.000s
812,1024,0m0.001s,0m0.001s,0m0.000s
813,1024,0m0.001s,0m0.001s,0m0.000s
814,1024,0m0.001s,0m0.001s,0m0.000s
815,1024,0m0.001s,0m0.001s,0m0.000s
816,1024,0m0.001s,0m0.001s,0m0.000s
817,1024,0m0.001s,0m0.001s,0m0.000s
818,1024,0m0.001s,0m0.000s,0m0.001s
819,1024,0m0.001s,0m0.000s,0m0.001s
820,1024,0m0.001s,0m0.001s,0m0.000s
821,1024,0m0.001s,0m0.001s,0m0.000s
822,1024,0m0.001s,0m0.001s,0m0.000s
823,1024,0m0.001s,0m0.001s,0m0.000s
824,1024,0m0.001s,0m0.001s,0m0.000s
825,1024,0m0.001s,0m0.001s,0m0.000s
826,1024,0m0.002s,0m0.001s,0m0.000s
827,1024,0m0.001s,0m0.001s,0m0.000s
828,1024,0m0.001s,0m0.001s,0m0.000s
829,1024,0m0.001s,0m0.001s,0m0.000s
830,1024,0m0.001s,0m0.001s,0m0.000s
831,1024,0m0.001s,0m0.001s,0m0.000s
832,1024,0m0.001s,0m0.001s,0m0.000s
833,1024,0m0.001s,0m0.000s,0m0.001s
834,1024,0m0.001s,0m0.001s,0m0.000s
835,1024,0m0.002s,0m0.001s,0m0.000s
836,1024,0m0.001s,0m0.001s,0m0.000s
837,1024,0m0.001s,0m0.001s,0m0.000s
838,1024,0m0.001s,0m0.001s,0m0.000s
839,1024,0m0.001s,0m0.001s,0m0.000s
840,1024,0m0.001s,0m0.001s,0m0.000s
841,1024,0m0.001s,0m0.000s,0m0.000s
842,1024,0m0.001s,0m0.001s,0m0.000s
843,1024,0m0.001s,0m0.001s,0m0.000s
844,1024,0m0.001s,0m0.001s,0m0.000s
845,1024,0m0.001s,0m0.000s,0m0.001s
846,1024,0m0.001s,0m0.001s,0m0.000s
847,1024,0m0.001s,0m0.000s,0m0.000s
848,1024,0m0.001s,0m0.001s,0m0.000s
849,1024,0m0.001s,0m0.000s,0m0.000s
850,1024,0m0.001s,0m0.001s,0m0.000s
851,1024,0m0.001s,0m0.000s,0m0.000s
852,1024,0m0.001s,0m0.000s,0m0.000s
853,1024,0m0.001s,0m0.000s,0m0.000s
854,1024,0m0.001s,0m0.000s,0m0.001s
855,1024,0m0.001s,0m0.001s,0m0.000s
856,1024,0m0.001s,0m0.001s,0m0.000s
857,1024,0m0.001s,0m0.001s,0m0.000s
858,1024,0m0.001s,0m0.001s,0m0.000s
859,1024,0m0.001s,0m0.000s,0m0.000s
860,1024,0m0.001s,0m0.001s,0m0.000s
861,1024,0m0.001s,0m0.001s,0m0.001s
862,1024,0m0.001s,0m0.001s,0m0.000s
863,1024,0m0.001s,0m0.001s,0m0.000s
864,1024,0m0.001s,0m0.001s,0m0.000s
865,1024,0m0.001s,0m0.000s,0m0.001s
866,1024,0m0.001s,0m0.001s,0m0.000s
867,1024,0m0.001s,0m0.001s,0m0.000s
868,1024,0m0.001s,0m0.001s,0m0.000s
869,1024,0m0.001s,0m0.000s,0m0.000s
870,1024,0m0.001s,0m0.001s,0m0.000s
871,1024,0m0.001s,0m0.001s,0m0.000s
872,1024,0m0.001s,0m0.000s,0m0.000s
873,1024,0m0.001s,0m0.001s,0m0.000s
874,1024,0m0.001s,0m0.001s,0m0.000s
875,1024,0m0.002s,0m0.001s,0m0.001s
876,1024,0m0.001s,0m0.000s,0m0.000s
877,1024,0m0.001s,0m0.001s,0m0.000s
878,1024,0m0.001s,0m0.001s,0m0.000s
879,1024,0m0.001s,0m0.001s,0m0.000s
880,1024,0m0.001s,0m0.001s,0m0.000s
881,1024,0m0.001s,0m0.000s,0m0.000s
882,1024,0m0.001s,0m0.000s,0m0.000s
883,1024,0m0.001s,0m0.001s,0m0.000s
884,1024,0m0.001s,0m0.001s,0m0.000s
885,1024,0m0.001s,0m0.001s,0m0.000s
886,1024,0m0.001s,0m0.000s,0m0.001s
887,1024,0m0.001s,0m0.000s,0m0.000s
888,1024,0m0.001s,0m0.001s,0m0.000s
889,1024,0m0.001s,0m0.000s,0m0.001s
890,1024,0m0.001s,0m0.001s,0m0.000s
891,1024,0m0.001s,0m0.001s,0m0.000s
892,1024,0m0.001s,0m0.001s,0m0.000s
893,1024,0m0.001s,0m0.001s,0m0.000s
894,1024,0m0.001s,0m0.000s,0m0.001s
895,1024,0m0.001s,0m0.000s,0m0.001s
896,1024,0m0.002s,0m0.000s,0m0.002s
897,1024,0m0.001s,0m0.001s,0m0.000s
898,1024,0m0.001s,0m0.001s,0m0.000s
899,1024,0m0.001s,0m0.001s,0m0.000s
900,1024,0m0.001s,0m0.001s,0m0.000s
901,1024,0m0.001s,0m0.000s,0m0.001s
902,1024,0m0.001s,0m0.000s,0m0.000s
903,1024,0m0.001s,0m0.001s,0m0.000s
904,1024,0m0.001s,0m0.001s,0m0.000s
905,1024,0m0.001s,0m0.001s,0m0.000s
906,1024,0m0.001s,0m0.001s,0m0.000s
907,1024,0m0.001s,0m0.001s,0m0.000s
908,1024,0m0.001s,0m0.000s,0m0.000s
909,1024,0m0.001s,0m0.001s,0m0.000s
910,1024,0m0.001s,0m0.001s,0m0.000s
911,1024,0m0.001s,0m0.001s,0m0.000s
912,1024,0m0.001s,0m0.001s,0m0.000s
913,1024,0m0.002s,0m0.000s,0m0.002s
914,1024,0m0.001s,0m0.001s,0m0.000s
915,1024,0m0.001s,0m0.001s,0m0.000s
916,1024,0m0.001s,0m0.001s,0m0.000s
917,1024,0m0.001s,0m0.001s,0m0.000s
918,1024,0m0.001s,0m0.001s,0m0.000s
919,1024,0m0.001s,0m0.001s,0m0.000s
920,1024,0m0.001s,0m0.000s,0m0.001s
921,1024,0m0.001s,0m0.001s,0m0.000s
922,1024,0m0.001s,0m0.001s,0m0.000s
923,1024,0m0.001s,0m0.001s,0m0.000s
924,1024,0m0.001s,0m0.001s,0m0.000s
925,1024,0m0.001s,0m0.001s,0m0.000s
926,1024,0m0.001s,0m0.001s,0m0.000s
927,1024,0m0.001s,0m0.001s,0m0.000s
928,1024,0m0.001s,0m0.001s,0m0.000s
929,1024,0m0.001s,0m0.001s,0m0.000s
930,1024,0m0.001s,0m0.001s,0m0.000s
931,1024,0m0.001s,0m0.001s,0m0.000s
932,1024,0m0.001s,0m0.001s,0m0.000s
933,1024,0m0.001s,0m0.001s,0m0.000s
934,1024,0m0.001s,0m0.001s,0m0.000s
935,1024,0m0.001s,0m0.001s,0m0.000s
936,1024,0m0.001s,0m0.001s,0m0.000s
937,1024,0m0.001s,0m0.001s,0m0.000s
938,1024,0m0.001s,0m0.001s,0m0.000s
939,1024,0m0.001s,0m0.000s,0m0.001s
940,1024,0m0.001s,0m0.001s,0m0.000s
941,1024,0m0.001s,0m0.001s,0m0.000s
942,1024,0m0.001s,0m0.001s,0m0.000s
943,1024,0m0.001s,0m0.000s,0m0.001s
944,1024,0m0.001s,0m0.001s,0m0.000s
945,1024,0m0.001s,0m0.001s,0m0.000s
946,1024,0m0.001s,0m0.000s,0m0.001s
947,1024,0m0.001s,0m0.001s,0m0.000s
948,1024,0m0.001s,0m0.001s,0m0.000s
949,1024,0m0.001s,0m0.001s,0m0.000s
950,1024,0m0.001s,0m0.001s,0m0.000s
951,1024,0m0.001s,0m0.001s,0m0.000s
952,1024,0m0.001s,0m0.001s,0m0.000s
953,1024,0m0.001s,0m0.001s,0m0.000s
954,1024,0m0.001s,0m0.001s,0m0.001s
955,1024,0m0.001s,0m0.001s,0m0.000s
956,1024,0m0.001s,0m0.001s,0m0.000s
957,1024,0m0.001s,0m0.001s,0m0.000s
958,1024,0m0.001s,0m0.001s,0m0.000s
959,1024,0m0.001s,0m0.001s,0m0.000s
960,1024,0m0.001s,0m0.000s,0m0.000s
961,1024,0m0.001s,0m0.000s,0m0.000s
962,1024,0m0.002s,0m0.001s,0m0.000s
963,1024,0m0.001s,0m0.001s,0m0.000s
964,1024,0m0.001s,0m0.001s,0m0.000s
965,1024,0m0.001s,0m0.001s,0m0.000s
966,1024,0m0.001s,0m0.000s,0m0.000s
967,1024,0m0.001s,0m0.001s,0m0.000s
968,1024,0m0.001s,0m0.001s,0m0.000s
969,1024,0m0.001s,0m0.000s,0m0.000s
970,1024,0m0.001s,0m0.001s,0m0.000s
971,1024,0m0.001s,0m0.001s,0m0.000s
972,1024,0m0.001s,0m0.000s,0m0.001s
973,1024,0m0.001s,0m0.001s,0m0.000s
974,1024,0m0.001s,0m0.001s,0m0.000s
975,1024,0m0.001s,0m0.001s,0m0.000s
976,1024,0m0.001s,0m0.001s,0m0.000s
977,1024,0m0.001s,0m0.001s,0m0.000s
978,1024,0m0.001s,0m0.001s,0m0.000s
979,1024,0m0.001s,0m0.001s,0m0.000s
980,1024,0m0.001s,0m0.001s,0m0.000s
981,1024,0m0.001s,0m0.001s,0m0.000s
982,1024,0m0.001s,0m0.001s,0m0.000s
983,1024,0m0.001s,0m0.001s,0m0.000s
984,1024,0m0.001s,0m0.001s,0m0.000s
985,1024,0m0.001s,0m0.001s,0m0.000s
986,1024,0m0.001s,0m0.001s,0m0.000s
987,1024,0m0.001s,0m0.002s,0m0.000s
988,1024,0m0.001s,0m0.001s,0m0.000s
989,1024,0m0.001s,0m0.001s,0m0.000s
990,1024,0m0.001s,0m0.000s,0m0.001s
991,1024,0m0.001s,0m0.001s,0m0.000s
992,1024,0m0.001s,0m0.001s,0m0.000s
993,1024,0m0.001s,0m0.001s,0m0.000s
994,1024,0m0.001s,0m0.001s,0m0.000s
995,1024,0m0.001s,0m0.001s,0m0.000s
996,1024,0m0.001s,0m0.001s,0m0.000s
997,1024,0m0.001s,0m0.001s,0m0.000s
998,1024,0m0.001s,0m0.001s,0m0.000s
999,1024,0m0.001s,0m0.001s,0m0.000s
1000,1024,0m0.001s,0m0.000s,0m0.001s
1001,1024,0m0.001s,0m0.001s,0m0.000s
1002,1024,0m0.001s,0m0.001s,0m0.000s
1003,1024,0m0.001s,0m0.001s,0m0.000s
1004,1024,0m0.001s,0m0.000s,0m0.001s
1005,1024,0m0.001s,0m0.001s,0m0.000s
1006,1024,0m0.001s,0m0.001s,0m0.000s
1007,1024,0m0.001s,0m0.001s,0m0.000s
1008,1024,0m0.001s,0m0.001s,0m0.000s
1009,1024,0m0.001s,0m0.001s,0m0.000s
1010,1024,0m0.001s,0m0.000s,0m0.001s
1011,1024,0m0.001s,0m0.001s,0m0.000s
1012,1024,0m0.001s,0m0.001s,0m0.000s
1013,1024,0m0.001s,0m0.001s,0m0.000s
1014,1024,0m0.001s,0m0.001s,0m0.000s
1015,1024,0m0.001s,0m0.001s,0m0.000s
1016,1024,0m0.001s,0m0.001s,0m0.000s
1017,1024,0m0.001s,0m0.001s,0m0.000s
1018,1024,0m0.001s,0m0.001s,0m0.000s
1019,1024,0m0.001s,0m0.000s,0m0.000s
1020,1024,0m0.001s,0m0.001s,0m0.000s
1021,1024,0m0.001s,0m0.001s,0m0.000s
1022,1024,0m0.001s,0m0.001s,0m0.000s
1023,1024,0m0.001s,0m0.001s,0m0.001s
1024,1024,0m0.001s,0m0.001s,0m0.000s
1025,1024,0m0.001s,0m0.001s,0m0.000s
1026,1024,0m0.001s,0m0.001s,0m0.000s
1027,1024,0m0.001s,0m0.000s,0m0.000s
1028,1024,0m0.001s,0m0.001s,0m0.000s
1029,1024,0m0.001s,0m0.000s,0m0.000s
1030,1024,0m0.001s,0m0.000s,0m0.000s
1031,1024,0m0.001s,0m0.001s,0m0.000s
1032,1024,0m0.001s,0m0.000s,0m0.000s
1033,1024,0m0.001s,0m0.001s,0m0.000s
1034,1024,0m0.001s,0m0.001s,0m0.000s
1035,1024,0m0.001s,0m0.001s,0m0.000s
1036,1024,0m0.001s,0m0.001s,0m0.000s
1037,1024,0m0.001s,0m0.001s,0m0.000s
1038,1024,0m0.001s,0m0.001s,0m0.000s
1039,1024,0m0.001s,0m0.001s,0m0.000s
1040,1024,0m0.001s,0m0.001s,0m0.000s
1041,1024,0m0.001s,0m0.001s,0m0.000s
1042,1024,0m0.001s,0m0.001s,0m0.000s
1043,1024,0m0.001s,0m0.001s,0m0.000s
1044,1024,0m0.001s,0m0.001s,0m0.001s
1045,1024,0m0.001s,0m0.001s,0m0.000s
1046,1024,0m0.001s,0m0.001s,0m0.000s
1047,1024,0m0.001s,0m0.001s,0m0.000s
1048,1024,0m0.001s,0m0.001s,0m0.000s
1049,1024,0m0.001s,0m0.001s,0m0.000s
1050,1024,0m0.004s,0m0.000s,0m0.004s
1051,1024,0m0.001s,0m0.001s,0m0.000s
1052,1024,0m0.001s,0m0.001s,0m0.000s
1053,1024,0m0.001s,0m0.001s,0m0.000s
1054,1024,0m0.001s,0m0.001s,0m0.000s
1055,1024,0m0.001s,0m0.000s,0m0.001s
1056,1024,0m0.001s,0m0.001s,0m0.000s
1057,1024,0m0.001s,0m0.001s,0m0.000s
1058,1024,0m0.001s,0m0.000s,0m0.000s
1059,1024,0m0.001s,0m0.001s,0m0.000s
1060,1024,0m0.001s,0m0.001s,0m0.000s
1061,1024,0m0.001s,0m0.001s,0m0.000s
1062,1024,0m0.001s,0m0.001s,0m0.000s
1063,1024,0m0.001s,0m0.001s,0m0.000s
1064,1024,0m0.001s,0m0.001s,0m0.000s
1065,1024,0m0.001s,0m0.001s,0m0.000s
1066,1024,0m0.001s,0m0.001s,0m0.000s
1067,1024,0m0.001s,0m0.001s,0m0.001s
1068,1024,0m0.001s,0m0.001s,0m0.000s
1069,1024,0m0.001s,0m0.001s,0m0.000s
1070,1024,0m0.001s,0m0.000s,0m0.000s
